Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
766,5,1/16/2015,7415,656,1,1,0,0
767,5,1/16/2015,7649,807,1,1,0,0
768,5,1/16/2015,14516,1500,1,1,0,0
769,5,1/16/2015,12306,3590,1,1,0,0
770,5,1/16/2015,7694,846,1,1,0,0
771,5,1/16/2015,7078,742,1,1,0,0
772,5,1/16/2015,3882,523,1,1,0,0
773,5,1/16/2015,6290,821,1,1,0,0
774,5,1/16/2015,5828,738,1,1,0,0
775,5,1/16/2015,9790,631,1,1,0,0
776,5,1/16/2015,4886,602,1,1,0,0
777,5,1/16/2015,5290,448,1,1,0,0
778,5,1/16/2015,5790,801,1,1,0,0
779,5,1/16/2015,9083,892,1,1,0,0
780,5,1/16/2015,7038,829,1,1,0,0
781,5,1/16/2015,5648,728,1,1,0,0
782,5,1/16/2015,5968,539,1,1,0,0
783,5,1/16/2015,7913,780,1,1,0,0
784,5,1/16/2015,7703,847,1,1,0,0
785,5,1/16/2015,8177,728,1,1,0,0
786,5,1/16/2015,3568,566,1,1,0,0
787,5,1/16/2015,12322,1347,1,1,0,0
788,5,1/16/2015,18775,1783,1,1,0,0
789,5,1/16/2015,3481,480,1,1,0,0
790,5,1/16/2015,7434,677,1,1,0,0
791,5,1/16/2015,9674,1018,1,1,0,0
792,5,1/16/2015,7996,726,1,1,0,0
793,5,1/16/2015,5598,515,1,1,0,0
794,5,1/16/2015,3086,525,1,1,0,0
795,5,1/16/2015,4790,486,1,1,0,0
796,5,1/16/2015,7406,694,1,1,0,0
797,5,1/16/2015,5158,461,1,1,0,0
798,5,1/16/2015,8233,984,1,1,0,0
799,5,1/16/2015,10980,969,1,1,0,0
800,5,1/16/2015,4887,491,1,1,0,0
801,5,1/16/2015,5737,510,1,1,0,0
802,5,1/16/2015,7618,549,1,1,0,0
803,5,1/16/2015,5245,434,1,1,0,0
804,5,1/16/2015,5812,461,1,1,0,0
805,5,1/16/2015,5979,549,1,1,0,0
806,5,1/16/2015,7666,573,1,1,0,0
807,5,1/16/2015,9841,976,1,1,0,0
808,5,1/16/2015,9240,739,1,1,0,0
809,5,1/16/2015,10585,895,1,1,0,0
810,5,1/16/2015,6651,537,1,1,0,0
811,5,1/16/2015,4264,674,1,1,0,0
812,5,1/16/2015,6013,759,1,1,0,0
813,5,1/16/2015,5856,594,1,1,0,0
814,5,1/16/2015,10041,828,1,1,0,0
815,5,1/16/2015,7177,666,1,1,0,0
816,5,1/16/2015,5174,788,1,1,0,0
817,5,1/16/2015,20263,2799,1,1,0,0
818,5,1/16/2015,7126,676,1,1,0,0
819,5,1/16/2015,6223,549,1,1,0,0
820,5,1/16/2015,12247,1061,1,1,0,0
821,5,1/16/2015,7204,851,1,1,0,0
822,5,1/16/2015,8425,678,1,1,0,0
823,5,1/16/2015,6355,617,1,1,0,0
824,5,1/16/2015,8256,1022,1,1,0,0
825,5,1/16/2015,5346,623,1,1,0,0
826,5,1/16/2015,9313,811,1,1,0,0
827,5,1/16/2015,11518,1501,1,1,0,0
828,5,1/16/2015,5710,635,1,1,0,0
829,5,1/16/2015,5127,704,1,1,0,0
830,5,1/16/2015,7017,558,1,1,0,0
831,5,1/16/2015,13572,1675,1,1,0,0
832,5,1/16/2015,6590,529,1,1,0,0
833,5,1/16/2015,5473,472,1,1,0,0
834,5,1/16/2015,6431,711,1,1,0,0
835,5,1/16/2015,6578,747,1,1,0,0
836,5,1/16/2015,5559,702,1,1,0,0
837,5,1/16/2015,5336,684,1,1,0,0
838,5,1/16/2015,8878,879,1,1,0,0
839,5,1/16/2015,5838,732,1,1,0,0
840,5,1/16/2015,7331,1072,1,1,0,0
841,5,1/16/2015,3620,483,1,1,0,0
842,5,1/16/2015,22507,1352,1,1,0,0
843,5,1/16/2015,9707,1070,1,1,0,0
844,5,1/16/2015,4580,475,1,1,0,0
845,5,1/16/2015,5117,377,1,1,0,0
846,5,1/16/2015,11870,1041,1,1,0,0
847,5,1/16/2015,7030,989,1,1,0,0
848,5,1/16/2015,7037,793,1,1,0,0
849,5,1/16/2015,9344,1010,1,1,0,0
850,5,1/16/2015,7114,727,1,1,0,0
851,5,1/16/2015,5726,489,1,1,0,0
852,5,1/16/2015,4890,615,1,1,0,0
853,5,1/16/2015,9715,1043,1,1,0,0
854,5,1/16/2015,7060,656,1,1,0,0
855,5,1/16/2015,5862,620,1,1,0,0
856,5,1/16/2015,7836,1039,1,1,0,0
857,5,1/16/2015,8481,962,1,1,0,0
858,5,1/16/2015,4200,406,1,1,0,0
859,5,1/16/2015,8149,799,1,1,0,0
860,5,1/16/2015,7455,921,1,1,0,0
861,5,1/16/2015,3985,553,1,1,0,0
862,5,1/16/2015,9570,1220,1,1,0,0
863,5,1/16/2015,10554,1188,1,1,0,0
864,5,1/16/2015,3943,540,1,1,0,0
865,5,1/16/2015,7968,663,1,1,0,0
866,5,1/16/2015,7765,566,1,1,0,0
867,5,1/16/2015,5147,465,1,1,0,0
868,5,1/16/2015,9182,628,1,1,0,0
869,5,1/16/2015,6084,865,1,1,0,0
870,5,1/16/2015,6544,850,1,1,0,0
871,5,1/16/2015,6570,475,1,1,0,0
872,5,1/16/2015,8301,841,1,1,0,0
873,5,1/16/2015,4363,501,1,1,0,0
874,5,1/16/2015,5495,614,1,1,0,0
875,5,1/16/2015,5345,481,1,1,0,0
876,5,1/16/2015,10156,1059,1,1,0,0
877,5,1/16/2015,6737,897,1,1,0,0
878,5,1/16/2015,8969,840,1,1,0,0
879,5,1/16/2015,4324,399,1,1,0,0
880,5,1/16/2015,6888,719,1,1,0,0
881,5,1/16/2015,4603,697,1,1,0,0
882,5,1/16/2015,6565,856,1,1,0,0
883,5,1/16/2015,5364,575,1,1,0,0
884,5,1/16/2015,5808,568,1,1,0,0
885,5,1/16/2015,6104,824,1,1,0,0
886,5,1/16/2015,6774,699,1,1,0,0
887,5,1/16/2015,7231,608,1,1,0,0
888,5,1/16/2015,9264,826,1,1,0,0
889,5,1/16/2015,5392,560,1,1,0,0
890,5,1/16/2015,7337,532,1,1,0,0
891,5,1/16/2015,8521,1114,1,1,0,0
892,5,1/16/2015,9273,975,1,1,0,0
893,5,1/16/2015,6687,766,1,1,0,0
894,5,1/16/2015,10863,1303,1,1,0,0
895,5,1/16/2015,9623,881,1,1,0,0
896,5,1/16/2015,7326,1139,1,1,0,0
897,5,1/16/2015,4021,421,1,1,0,0
898,5,1/16/2015,7764,823,1,1,0,0
899,5,1/16/2015,6827,665,1,1,0,0
900,5,1/16/2015,7024,618,1,1,0,0
901,5,1/16/2015,8203,692,1,1,0,0
902,5,1/16/2015,5394,670,1,1,0,0
903,5,1/16/2015,13797,927,1,1,0,0
904,5,1/16/2015,6191,550,1,1,0,0
905,5,1/16/2015,7342,1102,1,1,0,0
906,5,1/16/2015,9796,1189,1,1,0,0
907,5,1/16/2015,7376,977,1,1,0,0
908,5,1/16/2015,4979,432,1,1,0,0
909,5,1/16/2015,11811,1097,1,1,0,0
910,5,1/16/2015,6171,600,1,1,0,0
911,5,1/16/2015,11823,1070,1,1,0,0
912,5,1/16/2015,5938,752,1,1,0,0
913,5,1/16/2015,7711,1067,1,1,0,0
914,5,1/16/2015,9622,1150,1,1,0,0
915,5,1/16/2015,7408,559,1,1,0,0
916,5,1/16/2015,5548,732,1,1,0,0
917,5,1/16/2015,8402,927,1,1,0,0
918,5,1/16/2015,5992,629,1,1,0,0
919,5,1/16/2015,6498,769,1,1,0,0
920,5,1/16/2015,8640,827,1,1,0,0
921,5,1/16/2015,9262,1075,1,1,0,0
922,5,1/16/2015,8406,791,1,1,0,0
923,5,1/16/2015,5697,635,1,1,0,0
924,5,1/16/2015,5800,531,1,1,0,0
925,5,1/16/2015,6682,1055,1,1,0,0
926,5,1/16/2015,8152,603,1,1,0,0
927,5,1/16/2015,7273,974,1,1,0,0
928,5,1/16/2015,9097,755,1,1,0,0
929,5,1/16/2015,6059,725,1,1,0,0
930,5,1/16/2015,7021,1132,1,1,0,0
931,5,1/16/2015,3148,351,1,1,0,0
932,5,1/16/2015,8951,845,1,1,0,0
933,5,1/16/2015,7317,915,1,1,0,0
934,5,1/16/2015,8595,792,1,1,0,0
935,5,1/16/2015,6067,644,1,1,0,0
936,5,1/16/2015,7069,882,1,1,0,0
937,5,1/16/2015,7766,596,1,1,0,0
938,5,1/16/2015,10758,1056,1,1,0,0
939,5,1/16/2015,6241,627,1,1,0,0
940,5,1/16/2015,8558,887,1,1,0,0
941,5,1/16/2015,5498,604,1,1,0,0
942,5,1/16/2015,6757,519,1,1,0,0
943,5,1/16/2015,8738,741,1,1,0,0
944,5,1/16/2015,7099,1102,1,1,0,0
945,5,1/16/2015,5346,604,1,1,0,0
946,5,1/16/2015,3679,485,1,1,0,0
947,5,1/16/2015,7953,1049,1,1,0,0
948,5,1/16/2015,7887,1997,1,1,0,0
949,5,1/16/2015,6193,574,1,1,0,0
950,5,1/16/2015,5879,585,1,1,0,0
951,5,1/16/2015,8973,764,1,1,0,0
952,5,1/16/2015,7708,586,1,1,0,0
953,5,1/16/2015,5893,586,1,1,0,0
954,5,1/16/2015,6811,892,1,1,0,0
955,5,1/16/2015,5546,515,1,1,0,0
956,5,1/16/2015,3394,458,1,1,0,0
957,5,1/16/2015,9538,984,1,1,0,0
958,5,1/16/2015,4167,544,1,1,0,0
959,5,1/16/2015,7449,775,1,1,0,0
960,5,1/16/2015,7304,580,1,1,0,0
961,5,1/16/2015,7975,828,1,1,0,0
962,5,1/16/2015,7534,1055,1,1,0,0
963,5,1/16/2015,10520,990,1,1,0,0
964,5,1/16/2015,7699,1048,1,1,0,0
965,5,1/16/2015,7951,846,1,1,0,0
966,5,1/16/2015,4970,680,1,1,0,0
967,5,1/16/2015,8373,887,1,1,0,0
968,5,1/16/2015,8068,934,1,1,0,0
969,5,1/16/2015,4134,676,1,1,0,0
970,5,1/16/2015,3975,462,1,1,0,0
971,5,1/16/2015,8956,1040,1,1,0,0
972,5,1/16/2015,3430,400,1,1,0,0
973,5,1/16/2015,7973,1018,1,1,0,0
974,5,1/16/2015,12854,1686,1,1,0,0
975,5,1/16/2015,8656,821,1,1,0,0
976,5,1/16/2015,8507,835,1,1,0,0
977,5,1/16/2015,4984,544,1,1,0,0
978,5,1/16/2015,8736,1152,1,1,0,0
979,5,1/16/2015,8118,696,1,1,0,0
980,5,1/16/2015,7443,625,1,1,0,0
981,5,1/16/2015,8821,887,1,1,0,0
982,5,1/16/2015,8389,762,1,1,0,0
983,5,1/16/2015,9065,1177,1,1,0,0
984,5,1/16/2015,6456,787,1,1,0,0
985,5,1/16/2015,8992,812,1,1,0,0
986,5,1/16/2015,6215,738,1,1,0,0
987,5,1/16/2015,7753,985,1,1,0,0
988,5,1/16/2015,4426,649,1,1,0,0
989,5,1/16/2015,5515,618,1,1,0,0
990,5,1/16/2015,7080,640,1,1,0,0
991,5,1/16/2015,6714,641,1,1,0,0
992,5,1/16/2015,6454,785,1,1,0,0
993,5,1/16/2015,8954,834,1,1,0,0
994,5,1/16/2015,6382,594,1,1,0,0
995,5,1/16/2015,10616,926,1,1,0,0
996,5,1/16/2015,7137,748,1,1,0,0
997,5,1/16/2015,6122,482,1,1,0,0
998,5,1/16/2015,4074,488,1,1,0,0
999,5,1/16/2015,11154,796,1,1,0,0
1000,5,1/16/2015,8099,702,1,1,0,0
1001,5,1/16/2015,6272,700,1,1,0,0
1002,5,1/16/2015,7073,796,1,1,0,0
1003,5,1/16/2015,8685,926,1,1,0,0
1004,5,1/16/2015,5610,475,1,1,0,0
1005,5,1/16/2015,6575,984,1,1,0,0
1006,5,1/16/2015,7306,970,1,1,0,0
1007,5,1/16/2015,8288,935,1,1,0,0
1008,5,1/16/2015,5539,733,1,1,0,0
1009,5,1/16/2015,5298,476,1,1,0,0
1010,5,1/16/2015,11541,972,1,1,0,0
1011,5,1/16/2015,7744,923,1,1,0,0
1012,5,1/16/2015,6885,562,1,1,0,0
1013,5,1/16/2015,4437,503,1,1,0,0
1014,5,1/16/2015,15972,1810,1,1,0,0
1015,5,1/16/2015,6917,542,1,1,0,0
1016,5,1/16/2015,6975,556,1,1,0,0
1017,5,1/16/2015,7841,1064,1,1,0,0
1018,5,1/16/2015,12083,1445,1,1,0,0
1019,5,1/16/2015,9971,779,1,1,0,0
1020,5,1/16/2015,7836,968,1,1,0,0
1021,5,1/16/2015,8608,1059,1,1,0,0
1022,5,1/16/2015,8030,915,1,1,0,0
1023,5,1/16/2015,6772,651,1,1,0,0
1024,5,1/16/2015,6570,826,1,1,0,0
1025,5,1/16/2015,7894,909,1,1,0,0
1026,5,1/16/2015,11524,1426,1,1,0,0
1027,5,1/16/2015,13190,1661,1,1,0,0
1028,5,1/16/2015,6037,696,1,1,0,0
1029,5,1/16/2015,6065,831,1,1,0,0
1030,5,1/16/2015,4335,385,1,1,0,0
1031,5,1/16/2015,4805,448,1,1,0,0
1032,5,1/16/2015,10263,1071,1,1,0,0
1033,5,1/16/2015,15470,1423,1,1,0,0
1034,5,1/16/2015,7126,850,1,1,0,0
1035,5,1/16/2015,5542,646,1,1,0,0
1036,5,1/16/2015,6775,591,1,1,0,0
1037,5,1/16/2015,7032,940,1,1,0,0
1038,5,1/16/2015,6666,586,1,1,0,0
1039,5,1/16/2015,8515,1101,1,1,0,0
1040,5,1/16/2015,9952,967,1,1,0,0
1041,5,1/16/2015,6068,652,1,1,0,0
1042,5,1/16/2015,4450,582,1,1,0,0
1043,5,1/16/2015,9053,1262,1,1,0,0
1044,5,1/16/2015,6334,828,1,1,0,0
1045,5,1/16/2015,7456,858,1,1,0,0
1046,5,1/16/2015,10209,807,1,1,0,0
1047,5,1/16/2015,5569,603,1,1,0,0
1048,5,1/16/2015,8721,612,1,1,0,0
1049,5,1/16/2015,4295,671,1,1,0,0
1050,5,1/16/2015,8584,600,1,1,0,0
1051,5,1/16/2015,8365,1089,1,1,0,0
1052,5,1/16/2015,7969,845,1,1,0,0
1053,5,1/16/2015,9645,1105,1,1,0,0
1054,5,1/16/2015,7055,710,1,1,0,0
1055,5,1/16/2015,8068,1070,1,1,0,0
1056,5,1/16/2015,5154,459,1,1,0,0
1057,5,1/16/2015,7329,705,1,1,0,0
1058,5,1/16/2015,8392,826,1,1,0,0
1059,5,1/16/2015,9517,1288,1,1,0,0
1060,5,1/16/2015,8567,918,1,1,0,0
1061,5,1/16/2015,8242,622,1,1,0,0
1062,5,1/16/2015,7313,662,1,1,0,0
1063,5,1/16/2015,5281,631,1,1,0,0
1064,5,1/16/2015,11679,1251,1,1,0,0
1065,5,1/16/2015,4908,543,1,1,0,0
1066,5,1/16/2015,10934,1118,1,1,0,0
1067,5,1/16/2015,7178,569,1,1,0,0
1068,5,1/16/2015,5345,341,1,1,0,0
1069,5,1/16/2015,5661,682,1,1,0,0
1070,5,1/16/2015,7169,896,1,1,0,0
1071,5,1/16/2015,6571,745,1,1,0,0
1072,5,1/16/2015,7409,710,1,1,0,0
1073,5,1/16/2015,8208,998,1,1,0,0
1074,5,1/16/2015,5655,634,1,1,0,0
1075,5,1/16/2015,11488,1080,1,1,0,0
1076,5,1/16/2015,4208,606,1,1,0,0
1077,5,1/16/2015,5299,592,1,1,0,0
1078,5,1/16/2015,8036,599,1,1,0,0
1079,5,1/16/2015,8876,701,1,1,0,0
1080,5,1/16/2015,10871,927,1,1,0,0
1081,5,1/16/2015,8386,1195,1,1,0,0
1082,5,1/16/2015,6500,982,1,1,0,0
1083,5,1/16/2015,6173,403,1,1,0,0
1084,5,1/16/2015,5519,732,1,1,0,0
1085,5,1/16/2015,8443,885,1,1,0,0
1086,5,1/16/2015,6378,720,1,1,0,0
1087,5,1/16/2015,7417,724,1,1,0,0
1088,5,1/16/2015,6167,577,1,1,0,0
1089,5,1/16/2015,11073,1074,1,1,0,0
1090,5,1/16/2015,7016,858,1,1,0,0
1091,5,1/16/2015,9276,789,1,1,0,0
1092,5,1/16/2015,12557,1141,1,1,0,0
1093,5,1/16/2015,9353,971,1,1,0,0
1094,5,1/16/2015,5139,389,1,1,0,0
1095,5,1/16/2015,4493,614,1,1,0,0
1096,5,1/16/2015,6498,734,1,1,0,0
1097,5,1/16/2015,11021,2696,1,1,0,0
1098,5,1/16/2015,5525,768,1,1,0,0
1099,5,1/16/2015,8995,964,1,1,0,0
1100,5,1/16/2015,6821,780,1,1,0,0
1101,5,1/16/2015,10685,1072,1,1,0,0
1102,5,1/16/2015,6868,697,1,1,0,0
1103,5,1/16/2015,5621,414,1,1,0,0
1104,5,1/16/2015,6199,472,1,1,0,0
1105,5,1/16/2015,5127,597,1,1,0,0
1106,5,1/16/2015,5534,624,1,1,0,0
1107,5,1/16/2015,7166,736,1,1,0,0
1108,5,1/16/2015,6530,656,1,1,0,0
1109,5,1/16/2015,5460,520,1,1,0,0
1110,5,1/16/2015,4911,628,1,1,0,0
1111,5,1/16/2015,6084,503,1,1,0,0
1112,5,1/16/2015,10095,833,1,1,0,0
1113,5,1/16/2015,7222,740,1,1,0,0
1114,5,1/16/2015,20458,3029,1,1,0,0
1115,5,1/16/2015,7720,497,1,1,0,0
1,4,1/15/2015,4295,517,1,1,0,0
2,4,1/15/2015,5810,632,1,1,0,0
3,4,1/15/2015,6578,721,1,1,0,0
4,4,1/15/2015,9584,1217,1,1,0,0
5,4,1/15/2015,5101,563,1,1,0,0
6,4,1/15/2015,5151,616,1,1,0,0
7,4,1/15/2015,7721,766,1,1,0,0
8,4,1/15/2015,7242,824,1,1,0,0
9,4,1/15/2015,7003,564,1,1,0,0
10,4,1/15/2015,5656,601,1,1,0,0
11,4,1/15/2015,6771,900,1,1,0,0
12,4,1/15/2015,8162,857,1,1,0,0
13,4,1/15/2015,5243,354,1,1,0,0
14,4,1/15/2015,6148,674,1,1,0,0
15,4,1/15/2015,6655,639,1,1,0,0
16,4,1/15/2015,8652,991,1,1,0,0
17,4,1/15/2015,7481,890,1,1,0,0
18,4,1/15/2015,8261,794,1,1,0,0
19,4,1/15/2015,6938,620,1,1,0,0
20,4,1/15/2015,9566,1048,1,1,0,0
21,4,1/15/2015,6778,567,1,1,0,0
22,4,1/15/2015,4940,515,1,1,0,0
23,4,1/15/2015,5792,499,1,1,0,0
24,4,1/15/2015,10156,834,1,1,0,0
25,4,1/15/2015,11004,1615,1,1,0,0
26,4,1/15/2015,7995,630,1,1,0,0
27,4,1/15/2015,9081,1005,1,1,0,0
28,4,1/15/2015,4970,586,1,1,0,0
29,4,1/15/2015,7553,678,1,1,0,0
30,4,1/15/2015,5266,692,1,1,0,0
31,4,1/15/2015,4996,523,1,1,0,0
32,4,1/15/2015,4357,491,1,1,0,0
33,4,1/15/2015,8023,800,1,1,0,0
34,4,1/15/2015,6702,886,1,1,0,0
35,4,1/15/2015,11489,777,1,1,0,0
36,4,1/15/2015,8882,1044,1,1,0,0
37,4,1/15/2015,7228,793,1,1,0,0
38,4,1/15/2015,5524,501,1,1,0,0
39,4,1/15/2015,4719,594,1,1,0,0
40,4,1/15/2015,3904,560,1,1,0,0
41,4,1/15/2015,6228,445,1,1,0,0
42,4,1/15/2015,9835,985,1,1,0,0
43,4,1/15/2015,6093,569,1,1,0,0
44,4,1/15/2015,5115,587,1,1,0,0
45,4,1/15/2015,5286,399,1,1,0,0
46,4,1/15/2015,6237,714,1,1,0,0
47,4,1/15/2015,7273,926,1,1,0,0
48,4,1/15/2015,3928,394,1,1,0,0
49,4,1/15/2015,7309,555,1,1,0,0
50,4,1/15/2015,4299,358,1,1,0,0
51,4,1/15/2015,6033,453,1,1,0,0
52,4,1/15/2015,6407,435,1,1,0,0
53,4,1/15/2015,4930,522,1,1,0,0
54,4,1/15/2015,7930,690,1,1,0,0
55,4,1/15/2015,5327,628,1,1,0,0
56,4,1/15/2015,7596,530,1,1,0,0
57,4,1/15/2015,9238,933,1,1,0,0
58,4,1/15/2015,7186,532,1,1,0,0
59,4,1/15/2015,6110,599,1,1,0,0
60,4,1/15/2015,8910,778,1,1,0,0
61,4,1/15/2015,5144,584,1,1,0,0
62,4,1/15/2015,7263,788,1,1,0,0
63,4,1/15/2015,6708,584,1,1,0,0
64,4,1/15/2015,11017,790,1,1,0,0
65,4,1/15/2015,5597,512,1,1,0,0
66,4,1/15/2015,5853,478,1,1,0,0
67,4,1/15/2015,9034,911,1,1,0,0
68,4,1/15/2015,5192,771,1,1,0,0
69,4,1/15/2015,8943,1130,1,1,0,0
70,4,1/15/2015,6109,665,1,1,0,0
71,4,1/15/2015,9764,768,1,1,0,0
72,4,1/15/2015,5990,514,1,1,0,0
73,4,1/15/2015,5388,538,1,1,0,0
74,4,1/15/2015,6659,860,1,1,0,0
75,4,1/15/2015,5980,579,1,1,0,0
76,4,1/15/2015,9468,920,1,1,0,0
77,4,1/15/2015,7420,667,1,1,0,0
78,4,1/15/2015,4260,502,1,1,0,0
79,4,1/15/2015,6334,612,1,1,0,0
80,4,1/15/2015,7548,590,1,1,0,0
81,4,1/15/2015,6960,539,1,1,0,0
82,4,1/15/2015,10317,930,1,1,0,0
83,4,1/15/2015,3593,323,1,1,0,0
84,4,1/15/2015,10881,1175,1,1,0,0
85,4,1/15/2015,6284,872,1,1,0,0
86,4,1/15/2015,4976,625,1,1,0,0
87,4,1/15/2015,4764,628,1,1,0,0
88,4,1/15/2015,7132,668,1,1,0,0
89,4,1/15/2015,6259,646,1,1,0,0
90,4,1/15/2015,8271,924,1,1,0,0
91,4,1/15/2015,4892,499,1,1,0,0
92,4,1/15/2015,6498,544,1,1,0,0
93,4,1/15/2015,7446,676,1,1,0,0
94,4,1/15/2015,7818,649,1,1,0,0
95,4,1/15/2015,7378,803,1,1,0,0
96,4,1/15/2015,7190,645,1,1,0,0
97,4,1/15/2015,7392,769,1,1,0,0
98,4,1/15/2015,5288,455,1,1,0,0
99,4,1/15/2015,5647,499,1,1,0,0
100,4,1/15/2015,8042,670,1,1,0,0
101,4,1/15/2015,6890,710,1,1,0,0
102,4,1/15/2015,5725,836,1,1,0,0
103,4,1/15/2015,4516,391,1,1,0,0
104,4,1/15/2015,8598,1113,1,1,0,0
105,4,1/15/2015,5426,713,1,1,0,0
106,4,1/15/2015,8567,803,1,1,0,0
107,4,1/15/2015,6976,891,1,1,0,0
108,4,1/15/2015,12215,877,1,1,0,0
109,4,1/15/2015,5871,634,1,1,0,0
110,4,1/15/2015,3797,468,1,1,0,0
111,4,1/15/2015,6960,614,1,1,0,0
112,4,1/15/2015,5655,693,1,1,0,0
113,4,1/15/2015,5598,560,1,1,0,0
114,4,1/15/2015,5830,602,1,1,0,0
115,4,1/15/2015,7316,524,1,1,0,0
116,4,1/15/2015,6463,680,1,1,0,0
117,4,1/15/2015,3985,467,1,1,0,0
118,4,1/15/2015,7880,637,1,1,0,0
119,4,1/15/2015,5787,593,1,1,0,0
120,4,1/15/2015,7389,637,1,1,0,0
121,4,1/15/2015,4527,501,1,1,0,0
122,4,1/15/2015,4374,494,1,1,0,0
123,4,1/15/2015,8697,940,1,1,0,0
124,4,1/15/2015,4325,523,1,1,0,0
125,4,1/15/2015,11953,1496,1,1,0,0
126,4,1/15/2015,5242,505,1,1,0,0
127,4,1/15/2015,5986,694,1,1,0,0
128,4,1/15/2015,8346,667,1,1,0,0
129,4,1/15/2015,9497,1190,1,1,0,0
130,4,1/15/2015,5447,580,1,1,0,0
131,4,1/15/2015,5408,483,1,1,0,0
132,4,1/15/2015,7629,634,1,1,0,0
133,4,1/15/2015,7133,780,1,1,0,0
134,4,1/15/2015,4577,502,1,1,0,0
135,4,1/15/2015,5860,517,1,1,0,0
136,4,1/15/2015,5292,390,1,1,0,0
137,4,1/15/2015,8140,971,1,1,0,0
138,4,1/15/2015,9437,893,1,1,0,0
139,4,1/15/2015,7512,576,1,1,0,0
140,4,1/15/2015,8442,1048,1,1,0,0
141,4,1/15/2015,6663,675,1,1,0,0
142,4,1/15/2015,4028,525,1,1,0,0
143,4,1/15/2015,6606,577,1,1,0,0
144,4,1/15/2015,7889,728,1,1,0,0
145,4,1/15/2015,8245,1125,1,1,0,0
146,4,1/15/2015,8661,771,1,1,0,0
147,4,1/15/2015,8296,809,1,1,0,0
148,4,1/15/2015,7201,759,1,1,0,0
149,4,1/15/2015,6192,528,1,1,0,0
150,4,1/15/2015,8810,822,1,1,0,0
151,4,1/15/2015,6491,616,1,1,0,0
152,4,1/15/2015,5675,592,1,1,0,0
153,4,1/15/2015,7647,661,1,1,0,0
154,4,1/15/2015,9702,770,1,1,0,0
155,4,1/15/2015,6855,638,1,1,0,0
156,4,1/15/2015,8529,880,1,1,0,0
157,4,1/15/2015,9686,932,1,1,0,0
158,4,1/15/2015,7348,490,1,1,0,0
159,4,1/15/2015,6538,635,1,1,0,0
160,4,1/15/2015,6127,606,1,1,0,0
161,4,1/15/2015,7653,831,1,1,0,0
162,4,1/15/2015,7613,513,1,1,0,0
163,4,1/15/2015,6396,765,1,1,0,0
164,4,1/15/2015,7055,688,1,1,0,0
165,4,1/15/2015,3940,403,1,1,0,0
166,4,1/15/2015,4554,618,1,1,0,0
167,4,1/15/2015,10066,1057,1,1,0,0
168,4,1/15/2015,7805,807,1,1,0,0
169,4,1/15/2015,5898,509,1,1,0,0
170,4,1/15/2015,4253,423,1,1,0,0
171,4,1/15/2015,8430,862,1,1,0,0
172,4,1/15/2015,6380,867,1,1,0,0
173,4,1/15/2015,7450,848,1,1,0,0
174,4,1/15/2015,5848,496,1,1,0,0
175,4,1/15/2015,5424,598,1,1,0,0
176,4,1/15/2015,5016,579,1,1,0,0
177,4,1/15/2015,4768,550,1,1,0,0
178,4,1/15/2015,11421,1000,1,1,0,0
179,4,1/15/2015,7619,935,1,1,0,0
180,4,1/15/2015,7316,831,1,1,0,0
181,4,1/15/2015,7084,727,1,1,0,0
182,4,1/15/2015,5668,425,1,1,0,0
183,4,1/15/2015,4600,539,1,1,0,0
184,4,1/15/2015,6804,581,1,1,0,0
185,4,1/15/2015,7702,609,1,1,0,0
186,4,1/15/2015,4682,432,1,1,0,0
187,4,1/15/2015,5632,684,1,1,0,0
188,4,1/15/2015,5786,480,1,1,0,0
189,4,1/15/2015,8017,767,1,1,0,0
190,4,1/15/2015,7505,721,1,1,0,0
191,4,1/15/2015,6601,703,1,1,0,0
192,4,1/15/2015,11667,834,1,1,0,0
193,4,1/15/2015,4974,709,1,1,0,0
194,4,1/15/2015,4424,378,1,1,0,0
195,4,1/15/2015,10232,1236,1,1,0,0
196,4,1/15/2015,5728,724,1,1,0,0
197,4,1/15/2015,5980,786,1,1,0,0
198,4,1/15/2015,3398,383,1,1,0,0
199,4,1/15/2015,8159,601,1,1,0,0
200,4,1/15/2015,7509,914,1,1,0,0
201,4,1/15/2015,6280,491,1,1,0,0
202,4,1/15/2015,6595,534,1,1,0,0
203,4,1/15/2015,6834,880,1,1,0,0
204,4,1/15/2015,6021,542,1,1,0,0
205,4,1/15/2015,6106,859,1,1,0,0
206,4,1/15/2015,8742,963,1,1,0,0
207,4,1/15/2015,10376,1148,1,1,0,0
208,4,1/15/2015,2731,376,1,1,0,0
209,4,1/15/2015,6087,559,1,1,0,0
210,4,1/15/2015,3189,320,1,1,0,0
211,4,1/15/2015,13060,1448,1,1,0,0
212,4,1/15/2015,4167,394,1,1,0,0
213,4,1/15/2015,8669,678,1,1,0,0
214,4,1/15/2015,7997,618,1,1,0,0
215,4,1/15/2015,7417,526,1,1,0,0
216,4,1/15/2015,6426,855,1,1,0,0
217,4,1/15/2015,4552,646,1,1,0,0
218,4,1/15/2015,5526,780,1,1,0,0
219,4,1/15/2015,3129,402,1,1,0,0
220,4,1/15/2015,4833,626,1,1,0,0
221,4,1/15/2015,5022,483,1,1,0,0
222,4,1/15/2015,4989,562,1,1,0,0
223,4,1/15/2015,7646,745,1,1,0,0
